Order Sequence,Access Entity,CB Profile,Campaign,,,,,,,,,,,,,,,,,Maintenance Type,Agent,,,,,,,,,,,,,,,,,,,Description
4,Promo Product Maintenance,GW8_CC_ESCALATION,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_HD_QQ,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_HD_QQ,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_L2TECH,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
9,Promo Product Maintenance,GW8_CC_QQTL,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_QQTL,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_RTS_UP,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CC_RTS_UP,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_SUPERUSER,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_SUPERUSER,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_CC_UPALL,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CC_UPALL,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
17,Promo Product Maintenance,GW8_CUSTOMER_CARE,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
18,Promo Product Maintenance,GW8_CUSTOMER_CARE,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
19,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
20,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
21,Promo Product Maintenance,GW8_DEDICATED_BO,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
22,Promo Product Maintenance,GW8_DEDICATED_BO,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
23,Promo Product Maintenance,GW8_DEDICATED_CC,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
24,Promo Product Maintenance,GW8_DEDICATED_CC,D1E 10GB FN+US Data - HWU,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_BACK_OFFICE,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_BACK_OFFICE,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_ESCALATION,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_HD_QQ,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_HD_QQ,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_L2TECH,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
9,Promo Product Maintenance,GW8_CC_QQTL,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_QQTL,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_RTS_UP,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CC_RTS_UP,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_SUPERUSER,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_SUPERUSER,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_CC_UPALL,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CC_UPALL,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
17,Promo Product Maintenance,GW8_CUSTOMER_CARE,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
18,Promo Product Maintenance,GW8_CUSTOMER_CARE,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
19,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
20,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
21,Promo Product Maintenance,GW8_DEDICATED_BO,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
22,Promo Product Maintenance,GW8_DEDICATED_BO,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
23,Promo Product Maintenance,GW8_DEDICATED_CC,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
24,Promo Product Maintenance,GW8_DEDICATED_CC,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
27,Promo Product Maintenance,GW8_CC_WBO,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
28,Promo Product Maintenance,GW8_CC_WBO,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
29,Promo Product Maintenance,GW8_CC_BO,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
30,Promo Product Maintenance,GW8_CC_BO,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_BACK_OFFICE,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_BACK_OFFICE,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_ESCALATION,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_HD_QQ,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_HD_QQ,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_L2TECH,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
9,Promo Product Maintenance,GW8_CC_QQTL,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_QQTL,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_RTS_UP,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CC_RTS_UP,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_SUPERUSER,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_SUPERUSER,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_CC_UPALL,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CC_UPALL,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
17,Promo Product Maintenance,GW8_CUSTOMER_CARE,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
18,Promo Product Maintenance,GW8_CUSTOMER_CARE,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
19,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
20,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
21,Promo Product Maintenance,GW8_DEDICATED_BO,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
22,Promo Product Maintenance,GW8_DEDICATED_BO,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
23,Promo Product Maintenance,GW8_DEDICATED_CC,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
24,Promo Product Maintenance,GW8_DEDICATED_CC,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
27,Promo Product Maintenance,GW8_CC_WBO,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
28,Promo Product Maintenance,GW8_CC_WBO,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
29,Promo Product Maintenance,GW8_CC_BO,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
30,Promo Product Maintenance,GW8_CC_BO,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_BACK_OFFICE,W10 Winback $10 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_BACK_OFFICE,W10 Winback $10 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_BO,W10 Winback $10 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_BO,W10 Winback $10 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_ESCALATION,W10 Winback $10 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_ESCALATION,W10 Winback $10 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_HD_QQ,W10 Winback $10 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_HD_QQ,W10 Winback $10 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_L2TECH,W10 Winback $10 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CC_L2TECH,W10 Winback $10 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_QQTL,W10 Winback $10 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_QQTL,W10 Winback $10 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_CC_RTS_UP,W10 Winback $10 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CC_RTS_UP,W10 Winback $10 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
17,Promo Product Maintenance,GW8_CC_SUPERUSER,W10 Winback $10 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
18,Promo Product Maintenance,GW8_CC_SUPERUSER,W10 Winback $10 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
19,Promo Product Maintenance,GW8_CUSTOMER_CARE,W10 Winback $10 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
20,Promo Product Maintenance,GW8_CUSTOMER_CARE,W10 Winback $10 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
21,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,W10 Winback $10 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
22,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,W10 Winback $10 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
23,Promo Product Maintenance,GW8_DEDICATED_BO,W10 Winback $10 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
24,Promo Product Maintenance,GW8_DEDICATED_BO,W10 Winback $10 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
25,Promo Product Maintenance,GW8_DEDICATED_CC,W10 Winback $10 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
26,Promo Product Maintenance,GW8_DEDICATED_CC,W10 Winback $10 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_BACK_OFFICE,W15 Winback $15 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_BACK_OFFICE,W15 Winback $15 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_BO,W15 Winback $15 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_BO,W15 Winback $15 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_ESCALATION,W15 Winback $15 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_ESCALATION,W15 Winback $15 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_HD_QQ,W15 Winback $15 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_HD_QQ,W15 Winback $15 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_L2TECH,W15 Winback $15 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CC_L2TECH,W15 Winback $15 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_QQTL,W15 Winback $15 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_QQTL,W15 Winback $15 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_CC_RTS_UP,W15 Winback $15 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CC_RTS_UP,W15 Winback $15 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
17,Promo Product Maintenance,GW8_CC_SUPERUSER,W15 Winback $15 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
18,Promo Product Maintenance,GW8_CC_SUPERUSER,W15 Winback $15 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
19,Promo Product Maintenance,GW8_CUSTOMER_CARE,W15 Winback $15 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
20,Promo Product Maintenance,GW8_CUSTOMER_CARE,W15 Winback $15 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
21,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,W15 Winback $15 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
22,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,W15 Winback $15 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
23,Promo Product Maintenance,GW8_DEDICATED_BO,W15 Winback $15 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
24,Promo Product Maintenance,GW8_DEDICATED_BO,W15 Winback $15 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
25,Promo Product Maintenance,GW8_DEDICATED_CC,W15 Winback $15 off,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
26,Promo Product Maintenance,GW8_DEDICATED_CC,W15 Winback $15 off,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_BACK_OFFICE,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_BACK_OFFICE,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_BO,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_BO,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_ESCALATION,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_ESCALATION,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_HD_QQ,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_HD_QQ,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_L2TECH,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CC_L2TECH,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_QQTL,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_QQTL,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_CC_RTS_UP,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CC_RTS_UP,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
17,Promo Product Maintenance,GW8_CC_SUPERUSER,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
18,Promo Product Maintenance,GW8_CC_SUPERUSER,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
19,Promo Product Maintenance,GW8_CUSTOMER_CARE,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
20,Promo Product Maintenance,GW8_CUSTOMER_CARE,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
21,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
22,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
23,Promo Product Maintenance,GW8_DEDICATED_BO,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
24,Promo Product Maintenance,GW8_DEDICATED_BO,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
25,Promo Product Maintenance,GW8_DEDICATED_CC,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
26,Promo Product Maintenance,GW8_DEDICATED_CC,Eligible port-in only - bonus 9GB Freedom Nationwide data,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_BACK_OFFICE,Samsung Double Storage Offer $80,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_BACK_OFFICE,Samsung Double Storage Offer $80,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_BO,Samsung Double Storage Offer $80,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_BO,Samsung Double Storage Offer $80,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_ESCALATION,Samsung Double Storage Offer $80,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_ESCALATION,Samsung Double Storage Offer $80,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_HD_QQ,Samsung Double Storage Offer $80,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_HD_QQ,Samsung Double Storage Offer $80,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_L2TECH,Samsung Double Storage Offer $80,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
