REFERENCE_CODE,ABBREVIATION,CODE_LABEL,VALID,DESCRIPTION,CHILD_REFERENCE_TYPE,CHILD_ATTRIBUTE_TYPE
1268,5G $5 off x 24mo $25+,5G_5_OFF_X_24MO_25,Y,[10/12/2019 NKapur] RITM1288727: MRS_2019 $5G Moto G7,,
1269,Bonus 1GB Freedom Network Data Promo,BONUS_1GB_FREEDOM_NETWORK_DATA_PROMO,Y,[12/12/2019 NKapur] RITM1296683: MRS_2019 1GB Freedom Data,,
1270,Promo: $10 Connection Fee Waiver Prepaid,PROMO_10_CONNECTION_FEE_WAIVER_PREPAID,Y,[19/12/2019 NKapur]: MRS 2019 Connection Fee Prepaid Manual,,
1272,Bonus 2GB Freedom Network Data with Select Phones Promo,BONUS_2GB_FREEDOM_NETWORK_DATA_PROMO,Y,[17/12/2019 NKapur] RITM1302991: MRS_2019 2GB Freedom Data,,
1273,Bonus 2GB with Phone - HWU,BONUS_2GB_WITH_PHONE_HWU,Y,[17/12/2019 NKapur] RITM1302991: MRS_2019 2GB Freedom Data,,
1274,Lunar New Year Promotion,LUNAR_NEW_YEAR_PROMOTION,Y,[06/01/2020 NKapur] RITM1311722: MRS_2020 200 ILD Mins,,
1275,$150 Service Credit ($10x15 mos.) w/ AAL on $50+ MRC,150_SERVICE_CREDIT_10X15_MOS_W_AAL_ON_50,Y,[10/01/2020 SZAMAN]: RITM1312036: $150 Service Credit ($10x15 mos.) w/ AAL on $50+ MRC,,
1276,Freedom 150 $55 Bill credit,FREEDOM_150_55_BILL_CREDIT,Y,[10/01/2020 SZAMAN]: RITM1312036: Freedom 150 $55 Bill credit,,
1277,Lunar New Year Promotion - China,LUNAR_NEW_YEAR_PROMOTION_CHINA,Y,[13/01/2020 PGautam] RITM1324175: MRS_2020 1000 China ILD Mins,,
1278,$1 Service Credit for 6 months,1_SERVICE_CREDIT_FOR_6_MONTHS,Y,[23/01/2020 PGautam]: RITM: BTS Transition Offers,,
1279,$2 Service Credit for 6 months,2_SERVICE_CREDIT_FOR_6_MONTHS,Y,[23/01/2020 PGautam]: RITM: BTS Transition Offers,,
1280,$1 Service Credit for 12 months,1_SERVICE_CREDIT_FOR_12_MONTHS,Y,[23/01/2020 PGautam]: RITM: BTS Transition Offers,,
1281,$3 Service Credit for 6 months,3_SERVICE_CREDIT_FOR_6_MONTHS,Y,[23/01/2020 PGautam]: RITM: BTS Transition Offers,,
1282,$2 Service Credit for 12 months,2_SERVICE_CREDIT_FOR_12_MONTHS,Y,[23/01/2020 PGautam]: RITM: BTS Transition Offers,,
1283,$3 Service Credit for 12 months,3_SERVICE_CREDIT_FOR_12_MONTHS,Y,[23/01/2020 PGautam]: RITM: BTS Transition Offers,,
1284,CF1 Connection Fee Promo,CF1_CONNECTION_FEE_PROMO,Y,[27/01/2020 NKapur]: MRS 2020 Connection Fee Promo,,
1285,20D $20 Off x 24mo $60+,20D_20_OFF_X_24MO_60,Y,[28/01/2020 NKapur]: RITM1333823: MRS_2020 20D Promo,,
1286,$1 Service Credit for 24 months,1_SERVICE_CREDIT_FOR_24_MONTHS,Y,[31/01/2020 PGautam]: RITM1330923 - BTS Transition Offers,,
1287,$2 Service Credit for 24 months,2_SERVICE_CREDIT_FOR_24_MONTHS,Y,[31/01/2020 PGautam]: RITM1330923 - BTS Transition Offers,,
1288,$3 Service Credit for 24 months,3_SERVICE_CREDIT_FOR_24_MONTHS,Y,[31/01/2020 PGautam]: RITM1330923 - BTS Transition Offers,,
1289,2020 50GB Big Binge Bonus,2020_50GB_BIG_BINGE_BONUS,Y,[31/01/2020 NKapur] MRS_2020 50GB BTS,,
1290,Bonus 5 GB Freedom Data X 12 months,BONUS_5_GB_FREEDOM_DATA_X_12_MONTHS,Y,[04/02/2020 NKapur] RITM1342218: MRS_2020 5GB Freedom Data BTS,,
1291,Bonus 5 GB Freedom Data X 24months,BONUS_5_GB_FREEDOM_DATA_X_24MONTHS,Y,[04/02/2020 NKapur] RITM1342218: MRS_2020 5GB Freedom Data BTS,,
1292,$240 Multiline Offer - 2+ New Lines Required,240_MULTILINE_OFFER_2_NEW_LINES_REQUIRED,Y,[06/02/2020 NKapur]: RITM1345832- MRS_2020 Dummy Add a Line,,
1293,$360 Multiline Offer - 2+ New Lines Required,360_MULTILINE_OFFER_2_NEW_LINES_REQUIRED,Y,[06/02/2020 NKapur]: RITM1345832- MRS_2020 Dummy Add a Line,,
1294,$240 Multiline Offer - 2+ New Lines Required (Auto Apply),240_MULTILINE_OFFER_2_NEW_LINES_REQUIRE,Y,[10/02/2020 NKapur]: RITM1352615- MRS_2020 Add a Line Promo,,
1295,$360 Multiline Offer - 2+ New Lines Required (Auto Apply),360_MULTILINE_OFFER_2_NEW_LINES_REQUIRE,Y,[10/02/2020 NKapur]: RITM1352615- MRS_2020 Add a Line Promo,,
1298,Bonus 10 GB Freedom Data X 12 months,BONUS_10_GB_FREEDOM_DATA_X_12_MONTHS,Y,[12/02/2020 NKapur] RITM1342218: MRS_2020 10GB Freedom Data Promo,,
1299,Bonus 10 GB Freedom Data X 24 months,BONUS_10_GB_FREEDOM_DATA_X_24_MONTHS,Y,[12/02/2020 NKapur] RITM1342218: MRS_2020 10GB Freedom Data Promo,,
1300,CBM Postpaid $30 Service Credit,CBM_POSTPAID_30_SERVICE_CREDIT,Y,[12/02/2020 PGautam]: RITM1352481 - CBM Promo,,
1301,CBM Postpaid $40 Service Credit,CBM_POSTPAID_40_SERVICE_CREDIT,Y,[12/02/2020 PGautam]: RITM1352481 - CBM Promo,,
1302,CBM Postpaid $45 Service Credit,CBM_POSTPAID_45_SERVICE_CREDIT,Y,[12/02/2020 PGautam]: RITM1352481 - CBM Promo,,
1303,CBM Postpaid $55 Service Credit,CBM_POSTPAID_55_SERVICE_CREDIT,Y,[12/02/2020 PGautam]: RITM1352481 - CBM Promo,,
1305,5C1 $5 Off x 12mo,5C1_5_OFF_X_12MO,Y,[21/02/2020 NKapur]: RITM1363870: MRS_2020 5C1 Promo,,
1306,CBM Postpaid $25 Service Credit,CBM_POSTPAID_25_SERVICE_CREDIT,Y,[20/02/2020 PGautam]: RITM1352481 - CBM Promo,,
1307,CBM Postpaid $35 Service Credit,CBM_POSTPAID_35_SERVICE_CREDIT,Y,[20/02/2020 PGautam]: RITM1352481 - CBM Promo,,
1308,CBM Postpaid $65 Service Credit,CBM_POSTPAID_65_SERVICE_CREDIT,Y,[20/02/2020 PGautam]: RITM1352481 - CBM Promo,,
1309,CBM Postpaid $50 Service Credit,CBM_POSTPAID_50_SERVICE_CREDIT,Y,[27/02/2020 PGautam]: RITM1352481 - CBM Promo,,
1310,$4 Service Credit for 24 months,4_SERVICE_CREDIT_FOR_24_MONTHS,Y,[28/02/2020 PGautam]: RITM1370612 - BTS Transition Offers,,
1311,$5 Service Credit for 24 months,5_SERVICE_CREDIT_FOR_24_MONTHS,Y,[28/02/2020 PGautam]: RITM1370612 - BTS Transition Offers,,
1312,500MB Freedom Nationwide Data Free x 24 mo,500MB_FREEDOM_NATIONWIDE_DATA_FREE_X_24,Y,[10/03/2020 NKapur]: RITM1379218: MRS_2020 Add-on Promo,,
1313,Promo: $20 Connection Fee Waiver Prepaid,PROMO_20_CONNECTION_FEE_WAIVER_PREPAID,Y,[10/03/2020 NKapur]: MRS 2020 Connection Fee Promo Prepaid,,
1314,Goodwill 2GB Freedom Data (30 days) FS,GOODWILL_2GB_FREEDOM_DATA_30_DAYS_FS,Y,[17/03/2020 NKAPUR] RITM1387258: Goodwill 2GB Freedom Data (30 days) Promos,,
1315,Goodwill 2GB Freedom Data (30 days),GOODWILL_2GB_FREEDOM_DATA_30_DAYS,Y,[17/03/2020 NKAPUR] RITM1387258: Goodwill 2GB Freedom Data (30 days) Promos,,
1316,$100 Service Credit ($10 for 10 mo),100_SERVICE_CREDIT_10_FOR_10_MO,Y,[25/03/2020 NKapur] RITM1382007: MRS_2020 Promos,,
1317,Bonus 750MB Freedom Network Data and 900 Minutes Talk Promo,BONUS_750MB_FREEDOM_NETWORK_DATA_PROMO,Y,[15/04/2020 NKapur] RITM: MRS_2020  Data Offer,,
1318,25% off for 3 months,25_OFF_FOR_3_MONTHS,Y,[20/04/2020 NKapur] RITM: MRS_2020  25% Promo,,
1319,Bonus 750MB Freedom Network Data Promo(AUTO APPLY),BONUS_750MB_FREEDOM_NETWORK_DATA_AUTO,Y,[15/04/2020 NKapur] RITM: MRS_2020  Data Offer,,
1320,1 GB Freedom Nationwide Bonus data(FS),1_GB_FREEDOM_NATIONWIDE_BONUS_DATA_FS,Y,[05/05/2020 NKapur] RITM: MRS_2020  Data Offer Loyalty,,
1321,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),BONUS_900MINS_TALK_FREEDOM_NETWORK_AUTO,Y,[08/05/2020 vchan2] RITM: $15/750MB/900 Minutes Add a Line Promo,,
1322,Promo Apple Watch - 3 Months Free,PROMO_APPLE_WATCH_3_MONTHS_FREE,Y,[25/05/2020 NKapur]: RITM: MRS_2020 Apple Watch Promo,,
1323,Hardware Upgrade HWU Connection Fee Waiver,HARDWARE_UPGRADE_HWU_CONNECTION_FEE_WAIV,Y,[21/05/2020 VCHAN2] RITM1455236: Hardware Upgrade Connection Fee Waiver,,
1326,BOGO - Save $720 on the 2nd eligible phone with select plans,BOGO_SAVE_720_ON_THE_2ND_ELIGIBLE_PHONE,Y,[04/06/2020 NKapur]: MRS_2020 BOGO Samsung Offers,,
1327,BOGO HWU Save $720 on the 2nd eligible phone w/ select plans,BOGO_HWU_SAVE_720_ON_THE_2ND_PHONE,Y,[04/06/2020 NKapur]: MRS_2020 BOGO Samsung Offers,,
1328,BOGO - Save $360 on the 2nd eligible phone with select plans,BOGO_SAVE_360_ON_THE_2ND_ELIGIBLE_PHONE,Y,[04/06/2020 NKapur]: MRS_2020 BOGO Samsung Offers,,
1329,BOGO HWU Save $360 on the 2nd eligible phone w/ select plans,BOGO_HWU_SAVE_360_ON_THE_2ND_PHONE,Y,[04/06/2020 NKapur]: MRS_2020 BOGO Samsung Offers,,
1330,Discount:$10 Connection Fee Waiver Prepaid,DISCOUNT10_CONNECTION_FEE_WAIVER_PREPAID,Y,[10/06/2020 vchan2] INC0000028 Error preventing top up,,
1331,(BOGO) Save $720 on the 2nd eligible phone with select plans,BOGO_SAVE_720_ON_THE_2ND_ELIGIBLE_ORIG,Y,[17/06/2020 NKapur]: MRS_2020 BOGO Samsung Offers,,
1332,(BOGO) Save $360 on the 2nd eligible phone with select plans,BOGO_SAVE_360_ON_THE_2ND_ELIGIBLE_ORIG,Y,[17/06/2020 NKapur]: MRS_2020 BOGO Samsung Offers,,
1333,$50 Service Credit ($5x10 mos.) w/ HWU on $40+,50_SERVICE_CREDIT_5X10_MOS_W_HWU_ON_40,Y,[19/06/2020 NKapur]: RITM1483908- MRS_2020 $5 HWU,,
1336,$240 Multiline Offer - With 2+ New Lines,240_MULTILINE_OFFER_WITH_2_NEW_LINES,Y,[09/07/2020 VCHAN2] MRS_2020 Back to School 2020,,
1337,$360 Multiline Offer - With 2+ New Lines,360_MULTILINE_OFFER_WITH_2_NEW_LINES,Y,[09/07/2020 VCHAN2] MRS_2020 Back to School 2020,,
1338,New Device Offer $5 Off x 20mo,NEW_DEVICE_OFFER_5_OFF_X_20MO,Y,[13/07/2020 NKapur]: RITM- MRS_2020 $5x20 Prepaid Promo,,
1339,$150 Service Credit ($10x15 mos.) w/ AAL on $40+ MRC,150_SERVICE_CREDIT_10X15_MOS_W_AAL_ON_40,Y,[14/07/2020 ACarretti]: RITM- MRS_2020,,
1342,Phone + Tablet with MyTab $240 Service Credit Offer,PHONE_TABLET_WITH_MYTAB_240_OFFER,Y,[16/07/2020 ACarretti]: RITM- MRS_2020,,
1343,Phone + Tablet $240 - HWU,PHONE_TABLET_240_HWU,Y,[17/07/2020 ACarretti]: RITM- MRS_2020,,
1344,Phone + Tablet with MyTab $360 Service Credit Offer,PHONE_TABLET_WITH_MYTAB_360_OFFER,Y,[21/07/2020 ACarretti]: RITM- MRS_2020,,
1347,Bonus 5GB Freedom Network Data Promo,BONUS_5GB_FREEDOM_NETWORK_DATA_PROMO,Y,[17/08/2020 ACarretti]: RITM- MRS_2020,,
1348,Bonus 5GB Freedom Network Data Promo HWU,BONUS_5GB_FREEDOM_NETWORK_DATA_PROMO_HWU,Y,[17/08/2020 ACarretti]: RITM- MRS_2020,,
1349,$20 Off x 3mo Service Credit,20_OFF_X_3MO_SERVICE_CREDIT,Y,[24/08/2020 ACarretti]: RITM- MRS_2020,,
1350,$20 off on Select Addon,20_OFF_ON_SELECT_ADDON,Y,[25/08/2020 ACarretti]: RITM- MRS_2020,,
1351,HWU Connection Fee Waiver,HWU_CONNECTION_FEE_WAIVER,Y,[31/08/2020 ACarretti]: RITM1595394 - MRS_2020,,
1352,$5 off on Select Rate Plans,5_OFF_ON_SELECT_RATE_PLANS,Y,[01/09/2020 ACarretti]: RITM- MRS_2020,,
1353,$10 off on Select Rate Plans,10_OFF_ON_SELECT_RATE_PLANS,Y,[01/09/2020 ACarretti]: RITM- MRS_2020,,
1354,WBB 25% off $80+,WBB_25_OFF_80,Y,[08/09/2020 ACarretti]: RITM156903- MRS_2020,,
1356,Phone + Tablet with MyTab $120 Service Credit Offer,PHONE_TABLET_WITH_MYTAB_120_OFFER,Y,[10/09/2020 ACarretti]:RITM1573411 - MRS_2020,,
1357,Phone + Tablet $120 - HWU,PHONE_TABLET_120_HWU,Y,[10/09/2020 ACarretti]:RITM1573411 - MRS_2020,,
1358,10GB Bonus Freedom data for $50+ Plans,10GB_BONUS_FREEDOM_DATA_FOR_50_PLANS,Y,[14/09/2020 ACarretti]:RITM1575902- MRS_2020,,
1359,$360 Credit ($15x24 mos.) w / $60+ Hardware Upgrade,360_CREDIT_15X24_MOS_W_60_HARDWARE_UPG,Y,[14/09/2020 ACarretti]: RITM- MRS_2020,,
1360,$264 Service Credit Offer - with MyTab ($11 x 24 mo.),264_SERVICE_CREDIT_WITH_MYTAB_11X24MO,Y,[15/09/2020 ACarretti]: RITM1575706- MRS_2020,,
1361,$264 Service Credit - HWU ($11 x 24 mo.),264_SERVICE_CREDIT_HWU_11X24MO,Y,[15/09/2020 ACarretti]: RITM1575706- MRS_2020,,
1362,$15 off on Select Rate Plans,15_OFF_ON_SELECT_RATE_PLANS,Y,[22/09/2020 ACarretti]: RITM1586680 - MRS_2020,,
1363,Discount: $30 Connection Fee Waiver Postpaid,DISCOUNT_30_CONNECTION_FEE_WAIVER_POST,Y,[25/09/2020 ACarretti]: MRS 2020 Connection Fee Promos,,
1364,Hardware Upgrade HWU Connection Fee Promo,HARDWARE_UPGRADE_HWU_CONNECTION_FEE_PROM,Y,[25/09/2020 ACarretti] RITM: Hardware Upgrade Connection Fee Promo,,
1365,CF2 Connection Fee Promo,CF2_CONNECTION_FEE_PROMO,Y,[25/09/2020 ACarretti]: MRS 2020 Connection Fee Promo,,
1366,$20 off on Select Rate Plans,20_OFF_ON_SELECT_RATE_PLANS,Y,[22/09/2020 ACarretti]: RITM1586680 - MRS_2020,,
1367,500 ILD Minutes Promo for 12mo,500_ILD_MINUTES_PROMO_FOR_12MO,Y,[16/10/2020 ACarretti] RITM: MRS_2020 500 ILD Minutes Promo,,
1368,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,50_SERVICE_CREDIT_5X10MO_W_HWU_60_69_MRC,Y,[20/10/2020 Acarretti] RITM: MRS_2020 Service Credit HWU Promos,,
1369,CWA Connection Fee Promo,CWA_CONNECTION_FEE_PROMO,Y,[27/10/2020 Acarretti] RITM: MRS_2020 New Connection Fee Promos,,
1370,CWB Connection Fee Promo,CWB_CONNECTION_FEE_PROMO,Y,[27/10/2020 Acarretti] RITM: MRS_2020 New Connection Fee Promos,,
1371,CMA Connection Fee Promo,CMA_CONNECTION_FEE_PROMO,Y,[30/10/2020 Acarretti] RITM: MRS_2020 New Connection Fee Promos,,
1372,CMB Connection Fee Promo,CMB_CONNECTION_FEE_PROMO,Y,[30/10/2020 Acarretti] RITM: MRS_2020 New Connection Fee Promos,,
1373,CPA Partial Discount,CPA_PARTIAL_DISCOUNT,Y,[03/11/2020 Acarretti] RITM1633639: MRS_2020 New Connection Fee Promos,,
1374,CPB Partial Discount,CPB_PARTIAL_DISCOUNT,Y,[03/11/2020 Acarretti] RITM1633639 MRS_2020 New Connection Fee Promos,,
1375,CDA 10GB Freedom Data,CDA_10GB_FREEDOM_DATA,Y,[04/11/2020 Acarretti] MRS_2020 New Data Promos,,
1376,CDB 5GB Freedom Data,CDB_5GB_FREEDOM_DATA,Y,[04/11/2020 Acarretti] MRS_2020 New Data Promos,,
1377,Clearance Event $5 x 24mo,CLEARANCE_EVENT_5_X_24MO,Y,[09/11/2020 Acarretti] RITM1640260 : MRS_2020 Freedom Promo,,
1379,$50 Service Credit ($5x10 mos.) w/ HWU on $30-39,50_SERVICE_CREDIT_5X10MO_W_HWU_30_39_MRC,Y,[16/11/2020 Acarretti] RITM1644982: MRS_2020 Service Credit HWU Promos,,
1382,FNF $10 Off Select Plans,FNF_10_OFF_SELECT_PLANS,Y,[16/11/2020 Acarretti] RITM1644973: MRS_2020 FNF $10,,
1383,Connection Fee Online Waiver - Postpaid,CONNECTION_FEE_ONLINE_WAIVER_POSTPAID,Y,[01/12/2020 Acarretti] RITM1664332: MRS_2020 New Connection Fee Promos,,
1384,Connection Fee Online Waiver - Prepaid,CONNECTION_FEE_ONLINE_WAIVER_PREPAID,Y,[01/12/2020 Acarretti] RITM1664332: MRS_2020 New Connection Fee Promos,,
1385,Home Internet and Mobile Bundle $15 Off x 6mo,HOME_INTERNET_AND_MOBILE_BUNDLE_15_6MO,Y,[08/12/2020 Acarretti] RITM1672570 : MRS_2020 Bundle Freedom,,
1386,10B $10 Off x 24 Months,10B_10_OFF_24_MONTHS,Y,[09/12/2020 Acarretti] RITM1672570  : MRS_2020,,
1387,Prepaid $5 Off x 12 Months,PREPAID_5_OFF_X_12_MONTHS,Y,[09/12/2020 Acarretti] RITM  : MRS_2020,,
1390,$120 Multiline Offer - 2+ New Lines Required,120_MULTILINE_OFFER_2_NEW_LINES_REQUIRED,Y,[18/12/2020 Acarretti]: RITM- MRS_2020 Dummy Add a Line,,
1391,$120 Multiline Offer - 2+ New Lines Required (Auto Apply),120_MULTILINE_OFFER_2_NEW_LINES_REQUIRE,Y,[18/12/2020 Acarretti]: RITM- MRS_2020 Add a Line Promo,,
1392,Donation $65 Off x 6 Months,DONATION_65_OFF_X_6_MONTHS,Y,[29/12/2020 Acarretti] RITM  : MRS_2020,,
1393,Donation $65 Off x 12 Months,DONATION_65_OFF_X_12_MONTHS,Y,[29/12/2020 Acarretti] RITM  : MRS_2020,,
1394,HUP Connection Fee Waiver,HUP_CONNECTION_FEE_WAIVER,Y,[05/01/2021 ACARRETTI] : Hardware Upgrade Connection Fee Waiver,,
1395,$60 Multiline Offer - 2+ New Lines Required,60_MULTILINE_OFFER_2_NEW_LINES_REQUIRED,Y,[14/01/2021 Acarretti]: RITM- MRS_2021 Dummy Add a Line,,
1396,$60 Multiline Offer - 2+ New Lines Required (Auto Apply),60_MULTILINE_OFFER_2_NEW_LINES_REQUIRE,Y,[14/01/2021 Acarretti]: RITM- MRS_2021 Add a Line Promo,,
1397,$100 Service Credit Offer - with MyTab,100_SERVICE_CREDIT_OFFER_WITH_MYTAB,Y,[22/01/2021 Acarretti] RITM: MRS_2021 Service Credit Offers,,
1398,$100 Service Credit - HWU,100_SERVICE_CREDIT_HWU,Y,[22/01/2021 Acarretti]  MRS_2021,,
1400,$15 credit x 6 mo for China and Hong Kong 1000 mins addon,15_CREDIT_X_6_MO_CHINA_HONG_KONG_1000M,Y,[25/01/2021 Acarretti] : MRS_2021 Chinese New Year 2021,,
1401,$15 credit x 6 mo for China and Hong Kong 1000 mins addon BO,15_CREDIT_X_6_MO_FOR_CHINA_HK_1000M_BPO,Y,[25/01/2021 Acarretti] : MRS_2021 Chinese New Year 2021,,
1402,Bonus Data 500MB Freedom Nationwide x 24mo in Select Stores,BONUS_DATA_500MB_FM_NATIONWIDE_IN_STORES,Y,[01/02/2021 ACarretti] MRS_2021 500MB Freedom Nationwide Data,,
1404,Connection Fee Online Waiver - Upgrades,CONNECTION_FEE_ONLINE_WAIVER_UPGRADES,Y,[04/02/2021 Acarretti]: Hardware Upgrade Connection Fee Waiver 2021,,
1405,5GB Bonus Freedom data for $30+ Plans,5GB_BONUS_FREEDOM_DATA_FOR_30_PLANS,Y,[04/02/2021 Acarretti] MRS_2021 5GB Freedom Data,,
1406,1000 ILD Minutes to 14 Destinations,1000_ILD_MINUTES_TO_14_DESTINATIONS,Y,[05/02/2020 ACarretti] RITM: MRS_2021 1000 ILD Minutes 14 Destinations,,
1407,1000 ILD Minutes to 14 Destinations HWU,1000_ILD_MINUTES_TO_14_DESTINATIONS_HWU,Y,[05/02/2020 ACarretti] RITM: MRS_2021 1000 ILD Minutes 14 Destinations HWU,,
1408,$10 off x 12mo Special Offer,10_OFF_X_12MO_SPECIAL_OFFER,Y,[02/03/2021 ACarretti] RITM: MRS_2021,,
1409,Bonus 1GB Freedom Network Data Promo (24 months),BONUS_1GB_FREEDOM_NETWORK_DATA_PROMO_24,Y,[03/12/2021 ACarretti] RITM1767092: MRS_2021 1GB Freedom Data,,
1410,Direct Mail Campaign Only Bonus 900min + 750MB Freedom data,DIRECT_MAIL_CAMPAIGN_BONUS_900MIN_750M,Y,[12/03/2021 Acarretti] RITM1769142: MRS_2021,,
1411,Bonus 2GB Freedom Network Data Promo,BONUS_2GB_FREEDOM_NET_DATA_PROMO,Y,[16/03/2021 ACarretti] RITM1771701 : MRS_2021 2GB Freedom Data,,
1412,Bonus 2GB Data Promo -HWU,BONUS_2GB_DATA_PROMO_HWU,Y,[16/03/2021 ACarretti] RITM1771701: MRS_2021 2GB Freedom Data,,
1413,$120 Additional Line Offer,120_ADDITIONAL_LINE_OFFER,Y,[17/03/2021 Acarretti] RITM1773673  MRS_2021 AAL Offer ,,
1414,$360 Additional Line Offer,360_ADDITIONAL_LINE_OFFER,Y,[17/03/2021 Acarretti] RITM1773673  MRS_2021 AAL Offer ,,
1415,Bonus 1000 US ILD Minutes per month,BONUS_1000_US_ILD_MINUTES_PER_MONTH,Y,[06/04/2021 ACarretti] RITM0064061: MRS_2021 1000 US ILD Minutes,,
1416,ILD BPO 1000 US Min,ILD_BPO_1000_US_MIN,Y,[06/04/2021 ACarretti] RITM0064061: MRS_2021 1000 US ILD Minutes,,
1417,5GB Bonus Freedom data for $60+ Plans,5GB_BONUS_FREEDOM_DATA_FOR_60_PLANS,Y,[07/04/2021 Acarretti] MRS_2021 5GB Freedom Data 60,,
1418,Promo : $10 Connection Fee Waiver Prepaid,PROMO_10_CONNECTION_FEE_WAIVE_PREPAID,Y,[09/04/2021 ACarretti]: MRS 2021 Connection Fee Prepaid,,
1419,10E $10 Off x 24 Months,10E_10_OFF_X_24_MONTHS,Y,[09/04/2021 Acarretti] RITM1796180: MRS_2021,,
1420,30E 30% Off x 24 Months,30E_30_OFF_24_MONTHS,Y,[09/04/2021 ACarretti] RITM1796180: MRS_2021,,
1421,1000 ILD Minutes x 6 mo. to 14 Destinations,1000_ILD_MIN_X_6_MO_TO_14_DESTINATIONS,Y,[15/04/2021 Acarretti] RITM1802056 : MRS_2021,,
1422,Bonus 1.5 GB Nationwide Data for 6 months,BONUS_1_5_GB_NATIONWIDE_DATA_FOR_6_MONTH,Y,[19/04/2021 Acarretti] RITM1805327 : MRS_2021 Freedom Bonus Data,,
1423,Friends and Family BYOP 5GB Bonus Data,FRIENDS_AND_FAMILY_BYOP_5GB_BONUS_DATA,Y,[19/04/2021 Acarretti] RITM1806956  : MRS_2021 Friends and Family,,
1424,Bonus 9GB Freedom Network Data Promo,BONUS_9GB_FREEDOM_NETWORK_DATA_PROMO,Y,[20/04/2021 ACarretti] RITM1808000 : MRS_2021 9GB Freedom Data,,
1425,Bonus 9GB Data Promo -HWU,BONUS_9GB_DATA_PROMO_HWU,Y,[20/04/2021 ACarretti] RITM1808000 : MRS_2021 2GB Freedom Data,,
1426,Winback $15 off $55+plan,WINBACK_15_OFF_55_PLAN,Y,[21/04/2021 ACarretti] RITM1809143: MRS_2021,,
1427,15F $15 Off x 24 Months,15F_15_OFF_X_24_MONTHS,Y,[27/04/2021 Acarretti] RITM1815603: MRS_2021,,
1428,Home Internet and Mobile Bundle 50GB Bonus,HOME_INTERNET_AND_MOBILE_BUNDLE_50_BONUS,Y,[05/05/2021 ACarretti] RITM1824620: MRS_2021 Bundle Freedom,,
1429,500 ILD Mins Promo for 12mo,500_ILD_MINS_PROMO_FOR_12MO,Y,[06/05/2021 ACarretti] RITM: MRS_2021 New 500 ILD Mins Promo,,
1430,$150 Service Credit ($80+),150_SERVICE_CREDIT_80,Y,[06/05/2021 ACarretti] RITM1826288: MRS_2021 Promos,,
1431,$150 Service Credit ($95+),150_SERVICE_CREDIT_95,Y,[06/05/2021 ACarretti] RITM1826288: MRS_2021 Promos,,
1432,$150 Service Credit ($70+),150_SERVICE_CREDIT_70,Y,[06/05/2021 ACarretti] RITM1826288: MRS_2021 Promos,,
1433,FHI Connection Fee Promo,FHI_CONNECTION_FEE_PROMO,Y,[10/05/2021 ACarretti] MRS_2021 Connection Fee Promo,,
1434,$100 Service Credit ($90+),100_SERVICE_CREDIT_90,Y,[13/05/2021 ACarretti] RITM1833529: MRS_2021 CBM Promos,,
1435,$100 Service Credit ($80+),100_SERVICE_CREDIT_80,Y,[13/05/2021 ACarretti] RITM1833529: MRS_2021 CBM Promos,,
1436,$100 Service Credit ($95+),100_SERVICE_CREDIT_95,Y,[13/05/2021 ACarretti] RITM1833529: MRS_2021 CBM Promos,,
1437,$0 MyTab Promotion ($65+ Plans),0_MYTAB_PROMOTION_65_PLANS,Y,[17/05/2021 ACarretti] RITM1837379: MRS_2021 CBM 0 MyTab Offers,,
1438,$0 MyTab Promotion ($70+ Plans),0_MYTAB_PROMOTION_70_PLANS,Y,[17/05/2021 ACarretti] RITM1837379: MRS_2021 CBM 0 MyTab Offers,,
1439,Promo Bonus 2GB Freedom Data,PROMOTIONAL_BONUS_2GB_FREEDOM_DATA,Y,[21/05/2021 ACarretti]  : MRS_2021 2GB Freedom Data Prepaid,,
1440,FEP $15 Off x 24 Months,FEP_15_OFF_X_24_MONTHS,Y,[21/05/2021 ACarretti] RITM1843328 : MRS_2021,,
1441,$100 Service Credit ($70+),100_SERVICE_CREDIT_70,Y,[26/05/2021 ACarretti] RITM1846152: MRS_2021 Promos,,
1442,1000 ILD Minutes x 24 mo. to 14 Destinations,1000_ILD_MINUTES_X_24_MO_TO_14_DEST,Y,[01/06/2021 ACarretti] RITM: MRS_2021 1000 ILD Minutes 14 Destinations,,
1443,1000 ILD Minutes x 24 mo. to 14 Destinations HWU,1000_ILD_MINUTES_X_24_MO_TO_14_DEST_HWU,Y,[01/06/2021 ACarretti] RITM: MRS_2021 1000 ILD Minutes 14 Destinations HWU,,
1446,$0 MyTab Promotion ($80+ Plans) FE Series,0_MYTAB_PROMO_80_PLANS_FE_SERIES,Y,[07/06/2021 ACarretti] RITM1859404: MRS_2021 CBM 0 MyTab Offers,,
1447,$0 MyTab Promotion ($55+ Plans),0_MYTAB_PROMOTION_55_PLANS,Y,[07/06/2021 ACarretti] RITM1859404: MRS_2021 CBM 0 MyTab Offers,,
1448,$15 off for $80+ plans (Bring Your Own Device),15_OFF_FOR_80_PLANS_BYOD,Y,[08/06/2021 ACarretti]: RITM1859808: MRS_2021,,
1449,ILD 1000 Min/mo x 24mo,ILD_1000_MIN_MO_X_24MO,Y,[09/06/2021 Acarretti] RITM1862504: MRS_2021,,
